Frame,Timestamp,Run Number,Baseline,Experimental Mean Luminance,Shutter 0,Gain 0,Shutter 1,Gain 1,Image File 0,Image File 1,Succesfully Tracked Features 0,Succesfully Tracked Features 1
115,2015-04-06 19:26:55.163734016,5.0,1.0,102.36366861979167,364.0,16.0,239.0,16.0,2015-04-06bldg33_0_0115.png,2015-04-06bldg33_1_0115.png,77.0,39.0
116,2015-04-06 19:26:55.625154048,5.0,1.0,125.89475911458334,385.0,16.0,134.0,16.0,2015-04-06bldg33_0_0116.png,2015-04-06bldg33_1_0116.png,117.0,41.0
117,2015-04-06 19:26:56.097271040,5.0,1.0,151.2366471354167,427.0,16.0,107.0,16.0,2015-04-06bldg33_0_0117.png,2015-04-06bldg33_1_0117.png,49.0,77.0
118,2015-04-06 19:26:56.564047104,5.0,1.0,152.72476888020833,446.0,16.0,98.0,16.0,2015-04-06bldg33_0_0118.png,2015-04-06bldg33_1_0118.png,40.0,73.0
119,2015-04-06 19:26:57.028124928,5.0,1.0,170.9093359375,411.0,16.0,101.0,16.0,2015-04-06bldg33_0_0119.png,2015-04-06bldg33_1_0119.png,47.0,60.0
120,2015-04-06 19:26:57.494893056,5.0,1.0,193.85818033854167,469.0,16.0,111.0,16.0,2015-04-06bldg33_0_0120.png,2015-04-06bldg33_1_0120.png,70.0,114.0
121,2015-04-06 19:26:57.961662976,5.0,1.0,175.66597330729167,458.0,16.0,162.0,16.0,2015-04-06bldg33_0_0121.png,2015-04-06bldg33_1_0121.png,80.0,96.0
122,2015-04-06 19:26:58.428560896,5.0,1.0,136.58656901041667,387.0,16.0,287.0,16.0,2015-04-06bldg33_0_0122.png,2015-04-06bldg33_1_0122.png,108.0,66.0
123,2015-04-06 19:26:58.895233024,5.0,1.0,97.33374348958334,323.0,16.0,476.0,16.0,2015-04-06bldg33_0_0123.png,2015-04-06bldg33_1_0123.png,73.0,70.0
124,2015-04-06 19:26:59.359329024,5.0,1.0,70.63230794270834,273.0,16.0,530.0,17.0,2015-04-06bldg33_0_0124.png,2015-04-06bldg33_1_0124.png,124.0,82.0
125,2015-04-06 19:26:59.826073856,5.0,1.0,63.40550130208334,263.0,16.0,530.0,17.0,2015-04-06bldg33_0_0125.png,2015-04-06bldg33_1_0125.png,120.0,117.0
126,2015-04-06 19:27:00.292877056,5.0,1.0,68.158232421875,281.0,16.0,530.0,18.0,2015-04-06bldg33_0_0126.png,2015-04-06bldg33_1_0126.png,103.0,86.0
127,2015-04-06 19:27:00.759635968,5.0,1.0,71.41491536458334,306.0,16.0,530.0,18.0,2015-04-06bldg33_0_0127.png,2015-04-06bldg33_1_0127.png,137.0,130.0
128,2015-04-06 19:27:01.218691072,5.0,1.0,69.0628515625,315.0,16.0,530.0,19.0,2015-04-06bldg33_0_0128.png,2015-04-06bldg33_1_0128.png,90.0,43.0
129,2015-04-06 19:27:01.685409024,5.0,1.0,67.94417643229167,317.0,16.0,530.0,20.0,2015-04-06bldg33_0_0129.png,2015-04-06bldg33_1_0129.png,110.0,63.0
130,2015-04-06 19:27:02.152292096,5.0,1.0,66.08204752604168,327.0,16.0,530.0,19.0,2015-04-06bldg33_0_0130.png,2015-04-06bldg33_1_0130.png,129.0,212.0
131,2015-04-06 19:27:02.619057920,5.0,1.0,62.07064778645834,326.0,16.0,530.0,19.0,2015-04-06bldg33_0_0131.png,2015-04-06bldg33_1_0131.png,201.0,150.0
132,2015-04-06 19:27:03.093657088,5.0,1.0,61.13849609375001,327.0,16.0,530.0,18.0,2015-04-06bldg33_0_0132.png,2015-04-06bldg33_1_0132.png,373.0,348.0
133,2015-04-06 19:27:03.558540032,5.0,1.0,66.09345377604167,335.0,16.0,530.0,16.0,2015-04-06bldg33_0_0133.png,2015-04-06bldg33_1_0133.png,486.0,433.0
134,2015-04-06 19:27:04.023330048,5.0,1.0,75.95958333333334,351.0,16.0,530.0,16.0,2015-04-06bldg33_0_0134.png,2015-04-06bldg33_1_0134.png,524.0,332.0
135,2015-04-06 19:27:04.490132992,5.0,1.0,84.19811523437501,370.0,16.0,530.0,16.0,2015-04-06bldg33_0_0135.png,2015-04-06bldg33_1_0135.png,479.0,344.0
136,2015-04-06 19:27:04.955426816,5.0,1.0,89.181416015625,377.0,16.0,530.0,16.0,2015-04-06bldg33_0_0136.png,2015-04-06bldg33_1_0136.png,479.0,442.0
137,2015-04-06 19:27:05.417150976,5.0,1.0,97.8636328125,381.0,16.0,442.0,16.0,2015-04-06bldg33_0_0137.png,2015-04-06bldg33_1_0137.png,544.0,421.0
138,2015-04-06 19:27:05.881273088,5.0,1.0,111.65177083333334,396.0,16.0,399.0,16.0,2015-04-06bldg33_0_0138.png,2015-04-06bldg33_1_0138.png,513.0,513.0
139,2015-04-06 19:27:06.348023040,5.0,1.0,131.90364908854167,412.0,16.0,336.0,16.0,2015-04-06bldg33_0_0139.png,2015-04-06bldg33_1_0139.png,432.0,531.0
140,2015-04-06 19:27:06.813409024,5.0,1.0,152.90426106770835,440.0,16.0,318.0,16.0,2015-04-06bldg33_0_0140.png,2015-04-06bldg33_1_0140.png,549.0,571.0
141,2015-04-06 19:27:07.281393152,5.0,1.0,157.623671875,453.0,16.0,312.0,16.0,2015-04-06bldg33_0_0141.png,2015-04-06bldg33_1_0141.png,597.0,659.0
